tx_id,timestamp,src_type,src_id,dst_type,dst_id,amount,currency,channel,src_country,dst_country,is_cross_border,rule_hits,anomaly_score,label
1016,2025-07-15T14:21:11Z,company,64,company,18,12542.72,CHF,CARD,BE,IE,True,,20,normal
1017,2025-09-08T11:03:11Z,customer,54,company,35,2367.08,GBP,SEPA,FR,FR,False,,23,normal
1018,2025-08-05T12:40:11Z,customer,79,customer,153,5353.82,USD,SWIFT,FR,FR,False,,27,normal
1019,2025-08-22T21:44:11Z,customer,144,customer,85,902.0,CHF,CARD,FR,FR,False,,13,normal
1020,2025-09-01T11:01:11Z,customer,69,customer,167,6915.63,CHF,SEPA,FR,FR,False,HIGH_RISK_ENTITY,38,normal
1021,2025-08-21T17:52:11Z,customer,80,company,71,568.52,GBP,PSU-PSD2,FR,BE,True,,19,normal
1022,2025-07-28T01:11:11Z,company,58,customer,150,2543.84,EUR,CASH,CN,FR,True,HIGH_RISK_JURISDICTION;ODD_HOUR_ACTIVITY,49,normal
1023,2025-07-31T02:47:11Z,company,26,customer,22,1004.14,USD,CRYPTO,RU,FR,True,HIGH_RISK_JURISDICTION;HIGH_RISK_ENTITY,43,normal
1024,2025-07-11T20:42:11Z,customer,30,customer,44,510.96,EUR,SEPA,FR,FR,False,,30,normal
1025,2025-09-04T01:52:11Z,company,38,customer,19,659.47,USD,CARD,US,FR,True,,16,normal
1026,2025-07-15T13:39:11Z,customer,132,company,51,3010.05,GBP,SWIFT,FR,BE,True,,16,normal
1027,2025-08-22T15:30:11Z,customer,20,customer,85,536.26,GBP,PSU-PSD2,FR,FR,False,,28,normal
1028,2025-08-24T05:48:11Z,customer,5,company,18,2738.92,GBP,PSU-PSD2,FR,IE,True,,25,normal
1029,2025-07-18T00:25:11Z,company,59,company,54,3839.77,USD,SEPA,AE,NG,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION;ODD_HOUR_ACTIVITY,61,normal
1030,2025-08-23T20:36:11Z,company,63,customer,163,4434.25,EUR,CARD,IR,FR,True,HIGH_RISK_JURISDICTION,28,normal
1031,2025-08-01T21:40:11Z,customer,127,company,48,934.99,GBP,CRYPTO,FR,LU,True,,17,normal
1032,2025-08-26T03:12:11Z,customer,30,company,46,3432.62,GBP,CASH,FR,FR,False,ODD_HOUR_ACTIVITY,27,normal
1033,2025-08-28T22:33:11Z,company,4,company,18,2990.11,GBP,CASH,IR,IE,True,HIGH_RISK_JURISDICTION,36,normal
1034,2025-08-16T11:32:11Z,company,42,company,41,3529.05,USD,PSU-PSD2,NG,GB,True,HIGH_RISK_JURISDICTION;HIGH_RISK_ENTITY,51,normal
1035,2025-07-30T12:27:11Z,company,3,company,7,3519.47,USD,SWIFT,NL,NL,False,,28,normal
1036,2025-09-08T11:51:11Z,company,76,company,67,1266.0,EUR,CRYPTO,ES,IR,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,54,normal
1037,2025-09-01T22:25:11Z,customer,51,company,56,4126.07,CHF,CARD,FR,NG,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,51,normal
1038,2025-08-03T22:30:11Z,customer,39,customer,26,1036.72,CHF,CASH,FR,FR,False,,25,normal
1039,2025-07-27T06:52:11Z,company,46,company,9,3510.3,USD,CRYPTO,FR,LU,True,,14,normal
1040,2025-07-19T08:00:11Z,company,16,company,51,1804.79,CHF,CASH,US,BE,True,,30,normal
1041,2025-08-31T19:30:11Z,customer,15,customer,113,852.25,EUR,CASH,FR,FR,False,,7,normal
1042,2025-08-30T03:29:11Z,customer,51,company,42,224.97,USD,CRYPTO,FR,NG,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,42,normal
1043,2025-08-01T01:47:11Z,customer,190,company,31,577.22,USD,CARD,FR,BE,True,,4,normal
1044,2025-09-04T10:12:11Z,customer,182,customer,159,579.46,GBP,SEPA,FR,FR,False,,25,normal
1045,2025-08-24T14:11:11Z,company,39,company,78,1845.11,CHF,CRYPTO,GB,AE,True,FONDS_SEIN_PAYS_TIER,36,normal
1046,2025-08-06T18:33:11Z,customer,198,customer,183,2678.51,CHF,CARD,FR,FR,False,,16,normal
1047,2025-08-17T10:55:11Z,customer,105,customer,118,7027.69,CHF,CASH,FR,FR,False,,8,normal
1048,2025-08-29T22:15:11Z,company,54,customer,64,5373.88,CHF,CASH,NG,FR,True,HIGH_RISK_JURISDICTION,35,normal
1049,2025-09-08T16:46:11Z,company,4,customer,108,1996.83,USD,SEPA,IR,FR,True,HIGH_RISK_JURISDICTION,32,normal
1050,2025-07-25T20:25:11Z,company,44,company,72,2651.13,USD,SEPA,NL,LU,True,,20,normal
1051,2025-07-11T11:27:11Z,customer,76,customer,40,4543.73,CHF,SWIFT,FR,FR,False,,21,normal
1052,2025-08-01T16:36:11Z,customer,74,company,70,2369.0,GBP,CASH,FR,NG,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,55,normal
1053,2025-09-02T08:08:11Z,customer,24,customer,172,5608.3,GBP,PSU-PSD2,FR,FR,False,,26,normal
1054,2025-09-04T21:02:11Z,company,68,customer,183,1999.98,USD,SEPA,CH,FR,True,ROUND_NUMBER_PATTERN,30,normal
1055,2025-09-02T16:17:11Z,customer,110,company,2,1007.04,CHF,CASH,FR,IE,True,,16,normal
1056,2025-07-30T18:37:11Z,customer,123,company,46,609.07,EUR,PSU-PSD2,FR,FR,False,,15,normal
1057,2025-07-20T05:46:11Z,customer,12,company,3,1476.92,USD,CASH,FR,NL,True,,28,normal
1058,2025-08-05T02:51:11Z,customer,128,customer,66,2848.23,GBP,SEPA,FR,FR,False,ODD_HOUR_ACTIVITY,27,normal
1059,2025-09-07T04:52:11Z,customer,198,company,4,685.6,GBP,SWIFT,FR,IR,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,62,normal
1060,2025-09-05T09:08:11Z,company,11,customer,94,1461.87,CHF,CARD,NG,FR,True,HIGH_RISK_JURISDICTION,28,normal
1061,2025-08-16T05:21:11Z,customer,120,customer,22,5388.08,USD,CRYPTO,FR,FR,False,,18,normal
1062,2025-09-06T04:20:11Z,company,75,customer,197,1433.27,EUR,CASH,ES,FR,True,,23,normal
1063,2025-08-15T01:40:11Z,company,54,customer,70,2766.15,CHF,CRYPTO,NG,FR,True,HIGH_RISK_JURISDICTION;ODD_HOUR_ACTIVITY,55,normal
1064,2025-07-18T13:25:11Z,company,17,customer,70,159.86,USD,SWIFT,SG,FR,True,,10,normal
1065,2025-08-15T16:25:11Z,customer,133,customer,53,1875.02,GBP,CRYPTO,FR,FR,False,,27,normal
1066,2025-07-21T04:49:11Z,customer,1,company,7,1310.5,EUR,SEPA,FR,NL,True,,15,normal
1067,2025-08-23T05:12:11Z,company,50,customer,99,1425.76,EUR,SEPA,BE,FR,True,,23,normal
1068,2025-07-11T11:29:11Z,customer,111,customer,138,2106.2,GBP,CRYPTO,FR,FR,False,,29,normal
1069,2025-08-03T14:26:11Z,customer,178,company,20,3188.24,GBP,CARD,FR,GB,True,,13,normal
1070,2025-09-01T03:04:11Z,company,19,customer,55,193.66,EUR,SWIFT,ES,FR,True,,20,normal
1071,2025-07-21T16:22:11Z,customer,11,customer,89,1511.87,EUR,CASH,FR,FR,False,,24,normal
1072,2025-07-29T14:36:11Z,customer,73,customer,125,2872.4,CHF,CRYPTO,FR,FR,False,,20,normal
1073,2025-07-18T11:13:11Z,company,15,company,26,502.84,GBP,CASH,IR,RU,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,48,normal
1074,2025-08-17T21:10:11Z,company,24,customer,158,327.96,GBP,PSU-PSD2,AE,FR,True,,16,normal
1075,2025-07-28T05:33:11Z,customer,170,company,61,3696.99,CHF,PSU-PSD2,FR,GB,True,,6,normal
1076,2025-09-06T07:04:11Z,company,45,company,39,7447.31,EUR,SWIFT,GB,GB,False,,17,normal
1077,2025-08-27T04:31:11Z,customer,15,company,50,11.56,GBP,CRYPTO,FR,BE,True,,23,normal
1078,2025-07-27T13:23:11Z,customer,94,customer,43,1414.34,GBP,CASH,FR,FR,False,,9,normal
1079,2025-07-24T08:55:11Z,customer,139,customer,153,3448.35,CHF,CRYPTO,FR,FR,False,,13,normal
1080,2025-08-24T13:37:11Z,customer,126,customer,40,2052.19,CHF,PSU-PSD2,FR,FR,False,,19,normal
1081,2025-08-01T00:33:11Z,customer,40,customer,50,2108.92,EUR,PSU-PSD2,FR,FR,False,ODD_HOUR_ACTIVITY,42,normal
1082,2025-08-27T04:24:11Z,customer,155,company,51,8955.12,EUR,CRYPTO,FR,BE,True,ODD_HOUR_ACTIVITY,23,normal
1083,2025-08-04T08:02:11Z,company,61,customer,100,4837.54,GBP,SWIFT,GB,FR,True,,28,normal
1084,2025-09-02T10:29:11Z,company,52,customer,105,3585.67,USD,CARD,SG,FR,True,,31,normal
1085,2025-07-17T06:02:11Z,customer,189,customer,122,1127.42,CHF,CASH,FR,FR,False,,31,normal
1086,2025-07-21T12:20:11Z,customer,68,company,26,2689.79,GBP,CASH,FR,RU,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,55,normal
1087,2025-08-08T13:11:11Z,company,45,company,5,1920.65,GBP,SWIFT,GB,LU,True,,26,normal
1088,2025-07-28T08:41:11Z,customer,143,customer,150,983.16,USD,CRYPTO,FR,FR,False,,23,normal
1089,2025-09-06T18:38:11Z,customer,101,customer,179,3506.26,CHF,SWIFT,FR,FR,False,,24,normal
1090,2025-08-23T07:00:11Z,customer,32,customer,45,5647.41,USD,SWIFT,FR,FR,False,,25,normal
1091,2025-08-13T09:57:11Z,customer,3,company,36,302.65,USD,SWIFT,FR,IT,True,,28,normal
1092,2025-09-03T07:48:11Z,company,77,customer,122,3099.37,CHF,SEPA,DE,FR,True,,35,normal
1093,2025-09-05T02:43:11Z,customer,78,customer,4,1365.12,USD,CASH,FR,FR,False,HIGH_RISK_ENTITY,49,normal
1094,2025-08-03T07:14:11Z,company,58,company,69,14.68,EUR,CARD,CN,IR,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,44,normal
1095,2025-07-29T21:14:11Z,company,78,customer,186,407.35,GBP,CRYPTO,AE,FR,True,,28,normal
1096,2025-08-27T03:12:11Z,company,70,customer,124,802.01,USD,CASH,NG,FR,True,HIGH_RISK_JURISDICTION;HIGH_RISK_ENTITY,47,normal
1097,2025-08-07T08:42:11Z,customer,32,customer,45,3498.91,GBP,SWIFT,FR,FR,False,,32,normal
1098,2025-08-24T18:58:11Z,customer,56,company,45,2175.35,CHF,PSU-PSD2,FR,GB,True,,28,normal
1099,2025-08-11T12:51:11Z,customer,1,company,57,6332.32,CHF,SEPA,FR,AE,True,FONDS_SEIN_PAYS_TIER,38,normal
1100,2025-07-25T22:30:11Z,customer,161,customer,188,171.45,USD,CRYPTO,FR,FR,False,,16,normal
1101,2025-08-06T13:00:11Z,company,25,customer,63,145.05,USD,CARD,AE,FR,True,,22,normal
1102,2025-07-24T05:51:11Z,customer,195,customer,1,3755.62,CHF,PSU-PSD2,FR,FR,False,,24,normal
1103,2025-07-21T00:06:11Z,company,66,customer,44,333.78,USD,CASH,IR,FR,True,HIGH_RISK_JURISDICTION,21,normal
1104,2025-08-28T04:05:11Z,customer,126,company,27,2319.61,CHF,SWIFT,FR,SG,True,FONDS_SEIN_PAYS_TIER;ODD_HOUR_ACTIVITY,50,normal
1105,2025-07-29T19:13:11Z,customer,60,customer,133,4363.61,EUR,SEPA,FR,FR,False,,6,normal
1106,2025-08-01T19:01:11Z,customer,60,company,24,516.99,EUR,CARD,FR,AE,True,FONDS_SEIN_PAYS_TIER,43,normal
1107,2025-07-17T05:03:11Z,customer,164,customer,136,204.4,USD,SWIFT,FR,FR,False,,7,normal
1108,2025-08-25T18:00:11Z,company,31,customer,26,2336.63,EUR,CASH,BE,FR,True,,4,normal
1109,2025-08-20T15:35:11Z,customer,79,customer,113,5511.88,GBP,SWIFT,FR,FR,False,,22,normal
1110,2025-08-23T09:43:11Z,customer,100,company,56,2904.97,EUR,CARD,FR,NG,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,44,normal
1111,2025-08-04T19:10:11Z,customer,197,customer,64,4797.25,USD,SEPA,FR,FR,False,,26,normal
1112,2025-08-16T11:21:11Z,customer,96,company,57,5551.46,GBP,SEPA,FR,AE,True,FONDS_SEIN_PAYS_TIER,30,normal
1113,2025-08-24T07:05:11Z,customer,72,customer,23,1296.8,EUR,SWIFT,FR,FR,False,,16,normal
1114,2025-08-18T07:16:11Z,company,71,company,80,906.16,CHF,SWIFT,BE,IE,True,,19,normal
1115,2025-09-02T18:26:11Z,customer,100,customer,154,2031.57,GBP,SEPA,FR,FR,False,,14,normal
1116,2025-09-06T12:37:11Z,customer,172,company,58,4705.72,CHF,CRYPTO,FR,CN,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,51,normal
1117,2025-07-21T15:30:11Z,customer,166,company,40,1943.61,CHF,CARD,FR,GB,True,,22,normal
1118,2025-08-02T06:11:11Z,customer,30,company,74,4226.92,USD,CARD,FR,GB,True,,17,normal
1119,2025-07-21T17:53:11Z,company,19,customer,49,955.86,CHF,CARD,ES,FR,True,,42,normal
1120,2025-08-26T18:03:11Z,company,37,company,74,2899.84,EUR,CARD,CN,GB,True,HIGH_RISK_JURISDICTION,48,normal
1121,2025-08-08T11:16:11Z,company,70,company,46,3262.3,EUR,PSU-PSD2,NG,FR,True,HIGH_RISK_JURISDICTION;HIGH_RISK_ENTITY,60,normal
1122,2025-08-19T09:41:11Z,customer,14,company,64,2068.36,USD,PSU-PSD2,FR,BE,True,,16,normal
1123,2025-08-13T17:19:11Z,company,18,customer,185,1628.37,USD,SWIFT,IE,FR,True,,16,normal
1124,2025-07-24T10:10:11Z,customer,68,customer,79,2720.46,CHF,SWIFT,FR,FR,False,,21,normal
1125,2025-08-11T07:10:11Z,company,21,company,71,1458.48,USD,PSU-PSD2,GB,BE,True,,23,normal
1126,2025-07-21T20:56:11Z,company,52,company,23,44.39,CHF,CRYPTO,SG,IT,True,,20,normal
1127,2025-07-31T17:56:11Z,company,37,company,39,3796.1,CHF,CARD,CN,GB,True,HIGH_RISK_JURISDICTION,43,normal
1128,2025-07-30T04:24:11Z,customer,46,customer,139,4483.66,EUR,SWIFT,FR,FR,False,ODD_HOUR_ACTIVITY,38,normal
1129,2025-08-08T19:10:11Z,customer,117,company,18,1704.43,CHF,CARD,FR,IE,True,,34,normal
1130,2025-07-25T20:08:11Z,customer,93,company,1,1235.14,EUR,SWIFT,FR,IT,True,,16,normal
1131,2025-09-01T09:53:11Z,customer,181,company,36,103.76,CHF,CASH,FR,IT,True,,14,normal
1132,2025-07-17T19:30:11Z,company,8,customer,21,1776.4,USD,PSU-PSD2,CN,FR,True,HIGH_RISK_JURISDICTION,35,normal
1133,2025-08-17T17:48:11Z,company,42,company,61,2344.59,CHF,CARD,NG,GB,True,HIGH_RISK_JURISDICTION;HIGH_RISK_ENTITY,51,normal
1134,2025-07-21T06:16:11Z,customer,58,company,3,904.46,CHF,SEPA,FR,NL,True,,26,normal
1135,2025-07-15T18:08:11Z,company,78,customer,35,4293.12,GBP,SWIFT,AE,FR,True,,16,normal
1136,2025-09-07T03:11:11Z,customer,190,company,68,9446.78,CHF,CRYPTO,FR,CH,True,FONDS_SEIN_PAYS_TIER;ODD_HOUR_ACTIVITY,49,normal
1137,2025-09-07T02:24:11Z,customer,60,company,30,315.19,GBP,SWIFT,FR,IT,True,,10,normal
1138,2025-07-14T06:46:11Z,company,69,company,13,136.17,CHF,CARD,IR,CH,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,53,normal
1139,2025-08-27T14:44:11Z,company,50,customer,111,354.57,CHF,CRYPTO,BE,FR,True,,10,normal
1140,2025-07-19T18:10:11Z,company,31,customer,112,233.95,EUR,CARD,BE,FR,True,,21,normal
1141,2025-08-20T10:55:11Z,company,44,company,66,2077.86,CHF,PSU-PSD2,NL,IR,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,67,normal
1142,2025-08-14T12:18:11Z,company,47,customer,55,515.35,CHF,SEPA,IT,FR,True,,20,normal
1143,2025-08-31T14:23:11Z,customer,52,customer,194,1589.76,GBP,SEPA,FR,FR,False,,17,normal
1144,2025-07-15T01:53:11Z,customer,188,customer,189,1972.78,EUR,CASH,FR,FR,False,,27,normal
1145,2025-08-10T04:37:11Z,customer,193,company,76,1289.75,USD,CASH,FR,ES,True,,9,normal
1146,2025-08-07T00:42:11Z,customer,72,company,48,2068.27,EUR,CASH,FR,LU,True,ODD_HOUR_ACTIVITY,43,normal
1147,2025-08-12T14:09:11Z,customer,41,customer,173,48.7,GBP,SWIFT,FR,FR,False,,31,normal
1148,2025-08-23T08:12:11Z,customer,96,company,61,922.26,EUR,SWIFT,FR,GB,True,,29,normal
1149,2025-08-18T19:31:11Z,company,10,customer,102,4157.67,USD,CASH,IE,FR,True,,15,normal
1150,2025-07-25T14:26:11Z,company,65,company,66,3549.11,EUR,CARD,AE,IR,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,64,normal
1151,2025-09-09T00:25:11Z,customer,100,customer,52,521.07,USD,CRYPTO,FR,FR,False,,31,normal
1152,2025-08-06T07:23:11Z,customer,172,company,74,1722.56,EUR,CARD,FR,GB,True,,17,normal
1153,2025-08-21T15:22:11Z,company,75,company,18,3509.39,EUR,CASH,ES,IE,True,,21,normal
1154,2025-08-15T22:06:11Z,customer,23,company,73,2635.93,EUR,SEPA,FR,DE,True,,22,normal
1155,2025-07-27T17:13:11Z,company,53,company,25,4837.09,EUR,PSU-PSD2,CH,AE,True,FONDS_SEIN_PAYS_TIER,30,normal
1156,2025-07-20T06:26:11Z,company,35,customer,69,715.6,USD,SWIFT,FR,FR,False,,16,normal
1157,2025-09-05T13:07:11Z,customer,147,customer,37,8833.01,CHF,CASH,FR,FR,False,,26,normal
1158,2025-08-16T01:16:11Z,customer,187,company,6,2380.98,CHF,CRYPTO,FR,ES,True,ODD_HOUR_ACTIVITY,28,normal
1159,2025-08-26T22:05:11Z,customer,148,company,72,560.24,GBP,CASH,FR,LU,True,,33,normal
1160,2025-08-30T04:08:11Z,customer,58,customer,130,3820.09,GBP,SEPA,FR,FR,False,ODD_HOUR_ACTIVITY,39,normal
1161,2025-07-19T22:48:11Z,company,35,customer,74,2791.79,GBP,SEPA,FR,FR,False,,10,normal
1162,2025-08-15T12:54:11Z,company,1,company,35,1168.67,EUR,PSU-PSD2,IT,FR,True,,13,normal
1163,2025-08-11T15:44:11Z,customer,165,customer,188,507.1,USD,SEPA,FR,FR,False,,8,normal
1164,2025-08-20T04:33:11Z,customer,142,customer,162,2477.29,CHF,SWIFT,FR,FR,False,ODD_HOUR_ACTIVITY,38,normal
1165,2025-08-30T07:10:11Z,company,28,customer,7,948.58,USD,SEPA,DE,FR,True,,19,normal
1166,2025-08-09T14:06:11Z,customer,104,customer,111,221.48,USD,CARD,FR,FR,False,,18,normal
1167,2025-08-30T04:24:11Z,customer,118,company,64,2779.57,CHF,CRYPTO,FR,BE,True,ODD_HOUR_ACTIVITY,24,normal
1168,2025-09-08T08:11:11Z,company,8,customer,34,2433.85,EUR,CRYPTO,CN,FR,True,HIGH_RISK_JURISDICTION,40,normal
1169,2025-07-14T17:48:11Z,customer,97,company,1,2409.76,CHF,CASH,FR,IT,True,,9,normal
1170,2025-07-30T09:53:11Z,company,29,customer,57,2371.47,CHF,CASH,LU,FR,True,,18,normal
1171,2025-08-14T01:00:11Z,company,41,customer,44,841.64,USD,CRYPTO,GB,FR,True,,25,normal
1172,2025-08-28T20:48:11Z,company,67,company,71,6221.44,USD,PSU-PSD2,IR,BE,True,HIGH_RISK_JURISDICTION,40,normal
1173,2025-07-20T08:33:11Z,company,46,customer,193,804.83,CHF,SWIFT,FR,FR,False,,30,normal
1174,2025-07-31T01:50:11Z,customer,166,company,44,7331.78,USD,SEPA,FR,NL,True,ODD_HOUR_ACTIVITY,36,normal
1175,2025-08-27T15:31:11Z,company,20,customer,192,1244.19,EUR,SWIFT,GB,FR,True,,29,normal
1176,2025-07-27T00:25:11Z,company,71,customer,152,2820.08,CHF,CASH,BE,FR,True,ODD_HOUR_ACTIVITY,33,normal
1177,2025-08-14T02:47:11Z,company,54,company,14,37.03,GBP,CASH,NG,SG,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,40,normal
1178,2025-08-24T01:24:11Z,customer,173,customer,117,1733.07,GBP,CASH,FR,FR,False,,17,normal
1179,2025-08-21T22:35:11Z,customer,169,company,72,1484.2,USD,PSU-PSD2,FR,LU,True,,13,normal
1180,2025-07-13T19:27:11Z,customer,80,customer,78,1907.79,GBP,SEPA,FR,FR,False,,25,normal
1181,2025-07-13T14:50:11Z,company,68,customer,56,13687.3,CHF,CASH,CH,FR,True,,19,normal
1182,2025-07-26T15:54:11Z,company,30,customer,23,2349.77,GBP,CASH,IT,FR,True,,41,normal
1183,2025-08-26T00:18:11Z,company,33,customer,81,179.62,GBP,CASH,CH,FR,True,,11,normal
1184,2025-09-01T17:29:11Z,customer,139,customer,115,3462.29,GBP,SWIFT,FR,FR,False,,27,normal
1185,2025-08-09T07:34:11Z,company,22,company,46,581.86,USD,PSU-PSD2,IE,FR,True,,16,normal
1186,2025-08-25T01:57:11Z,customer,25,company,46,2189.15,CHF,PSU-PSD2,FR,FR,False,ODD_HOUR_ACTIVITY,35,normal
1187,2025-08-11T19:33:11Z,company,67,customer,190,1829.38,EUR,PSU-PSD2,IR,FR,True,HIGH_RISK_JURISDICTION,37,normal
1188,2025-08-07T15:09:11Z,company,56,customer,19,58.18,EUR,PSU-PSD2,NG,FR,True,HIGH_RISK_JURISDICTION;HIGH_RISK_ENTITY,57,normal
1189,2025-07-31T02:51:11Z,customer,66,customer,134,4460.59,USD,SWIFT,FR,FR,False,ODD_HOUR_ACTIVITY,43,normal
1190,2025-07-29T03:37:11Z,company,71,customer,109,4306.05,CHF,SWIFT,BE,FR,True,ODD_HOUR_ACTIVITY,13,normal
1191,2025-09-05T11:37:11Z,company,32,customer,37,2133.7,EUR,CARD,IE,FR,True,,10,normal
1192,2025-08-26T13:36:11Z,company,32,company,48,1243.62,USD,CARD,IE,LU,True,,20,normal
1193,2025-07-24T20:14:11Z,company,19,customer,87,485.12,GBP,CASH,ES,FR,True,,13,normal
1194,2025-09-03T03:18:11Z,company,7,company,6,1111.98,CHF,PSU-PSD2,NL,ES,True,,36,normal
1195,2025-07-11T02:43:11Z,company,31,company,43,1907.95,EUR,CRYPTO,BE,SG,True,FONDS_SEIN_PAYS_TIER,24,normal
1196,2025-09-01T23:28:11Z,company,40,company,17,2792.66,USD,CRYPTO,GB,SG,True,FONDS_SEIN_PAYS_TIER,29,normal
1197,2025-07-18T21:44:11Z,customer,95,customer,159,1684.49,GBP,SWIFT,FR,FR,False,,38,normal
1198,2025-08-29T20:24:11Z,customer,117,company,11,787.66,USD,CASH,FR,NG,True,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,39,normal
1199,2025-07-28T03:38:11Z,company,75,customer,87,1609.51,CHF,PSU-PSD2,ES,FR,True,,25,normal
1200,2025-08-02T13:02:11Z,company,31,company,46,5742.4,GBP,CRYPTO,BE,FR,True,,8,normal
1201,2025-09-08T17:01:11Z,customer,24,customer,185,6036.7,GBP,SWIFT,FR,FR,False,,25,normal
1202,2025-08-09T09:37:11Z,customer,30,customer,139,7323.11,USD,PSU-PSD2,FR,FR,False,,27,normal
1203,2025-08-31T02:07:11Z,customer,122,customer,74,2519.77,CHF,CRYPTO,FR,FR,False,ODD_HOUR_ACTIVITY,27,normal
1204,2025-08-05T13:40:11Z,customer,154,company,36,4697.51,EUR,PSU-PSD2,FR,IT,True,,16,normal
1205,2025-07-23T04:10:11Z,customer,85,customer,114,6594.11,CHF,PSU-PSD2,FR,FR,False,ODD_HOUR_ACTIVITY,40,normal
1206,2025-07-11T09:46:11Z,customer,74,company,60,388.75,EUR,CARD,FR,CH,True,FONDS_SEIN_PAYS_TIER,32,normal
1207,2025-09-03T10:57:11Z,customer,51,company,62,315.53,USD,SEPA,FR,AE,True,FONDS_SEIN_PAYS_TIER,50,normal
1208,2025-07-23T09:14:11Z,customer,99,customer,175,1152.65,EUR,CRYPTO,FR,FR,False,,8,normal
1209,2025-08-15T07:59:11Z,company,20,customer,43,1383.07,EUR,CASH,GB,FR,True,,18,normal
1210,2025-08-31T17:44:11Z,company,28,company,49,2683.86,GBP,CRYPTO,DE,US,True,FONDS_SEIN_PAYS_TIER,38,normal
1211,2025-08-14T07:21:11Z,customer,51,customer,50,90.04,EUR,SWIFT,FR,FR,False,,31,normal
1212,2025-08-30T05:14:11Z,customer,94,customer,108,574.89,USD,CARD,FR,FR,False,,22,normal
1213,2025-07-24T22:18:11Z,customer,176,company,32,1591.01,EUR,CARD,FR,IE,True,,19,normal
1214,2025-07-28T19:07:11Z,company,53,company,50,4562.59,GBP,PSU-PSD2,CH,BE,True,,13,normal
1215,2025-07-18T02:03:11Z,customer,153,customer,55,6096.18,USD,PSU-PSD2,FR,FR,False,ODD_HOUR_ACTIVITY,47,normal
1216,2025-08-20T10:25:11Z,customer,127,customer,178,345.04,USD,CARD,FR,FR,False,,8,normal
1217,2025-07-29T13:35:11Z,customer,107,company,6,2190.04,EUR,CARD,FR,ES,True,HIGH_RISK_ENTITY,33,normal
1218,2025-08-16T16:33:11Z,customer,107,customer,89,724.23,GBP,CASH,FR,FR,False,HIGH_RISK_ENTITY,28,normal
1219,2025-09-06T16:25:11Z,company,62,company,61,6865.78,CHF,PSU-PSD2,AE,GB,True,,22,normal
1220,2025-08-26T07:58:11Z,customer,164,customer,77,16599.81,CHF,CASH,FR,FR,False,,9,normal
1221,2025-08-25T11:12:11Z,company,54,company,20,1585.57,CHF,CASH,NG,GB,True,HIGH_RISK_JURISDICTION,39,normal
1222,2025-08-13T21:36:11Z,company,15,company,12,1491.77,EUR,CARD,IR,IR,False,FONDS_SEIN_PAYS_TIER;HIGH_RISK_JURISDICTION,54,normal
1223,2025-07-23T14:59:11Z,company,32,company,3,601.39,GBP,CARD,IE,NL,True,,6,normal
1224,2025-08-05T10:42:11Z,customer,112,customer,88,3174.06,EUR,CRYPTO,FR,FR,False,,21,normal
1225,2025-08-18T21:56:11Z,customer,190,customer,22,602.26,USD,SEPA,FR,FR,False,,13,normal
1226,2025-08-02T04:00:11Z,company,37,company,48,3109.12,USD,CRYPTO,CN,LU,True,HIGH_RISK_JURISDICTION;ODD_HOUR_ACTIVITY,45,normal
1227,2025-07-11T04:54:11Z,company,59,customer,85,4071.38,GBP,SEPA,AE,FR,True,ODD_HOUR_ACTIVITY,39,normal
1228,2025-08-26T00:22:11Z,customer,98,customer,131,24.81,USD,CASH,FR,FR,False,,29,normal
1229,2025-08-09T18:07:11Z,company,69,company,77,2986.24,USD,SWIFT,IR,DE,True,HIGH_RISK_JURISDICTION,28,normal
1230,2025-09-06T18:53:11Z,company,47,company,64,2152.61,USD,CRYPTO,IT,BE,True,,6,normal
1231,2025-08-24T13:43:11Z,customer,83,customer,168,2749.82,CHF,CRYPTO,FR,FR,False,,11,normal
1232,2025-07-18T05:56:11Z,customer,61,customer,68,542.16,EUR,PSU-PSD2,FR,FR,False,,28,normal
1233,2025-07-26T09:21:11Z,customer,85,customer,117,3613.26,USD,SWIFT,FR,FR,False,,16,normal
1234,2025-09-06T20:37:11Z,customer,4,customer,177,854.25,EUR,PSU-PSD2,FR,FR,False,,18,normal
1235,2025-08-07T20:14:11Z,customer,125,customer,66,6095.11,GBP,CASH,FR,FR,False,,24,normal
